eid,state,job,ara,probsick
186357,"MA","sales",.0006,.071
186361,"TX","engineer",.0003,.109
186364,"MA","engineer",.0069,.121
186369,"MA","engineer",.0034,.163
186384,"MA","sales",.0037,.187
186385,"MA","sales",.0027,.145
186388,"TX","engineer",.0146,.02
186392,"TX","engineer",.009,.042
186415,"MA","sales",.0051,.15
186421,"TX","sales",.0045,.07
186459,"MA","engineer",.0067,.109
186467,"TX","sales",.0079,.048
186477,"MA","sales",.0033,.115
186493,"TX","engineer",.004,.074
186505,"MA","sales",.0086,.329
186530,"TX","engineer",.0189,.01
186538,"MA","engineer",.0062,.161
186556,"MA","sales",.0017,.031
186558,"TX","engineer",.0012,.099
186564,"MA","sales",.0033,.242
186581,"TX","engineer",.009,.042
186594,"TX","sales",.0076,.049
186598,"MA","sales",.0027,.11
186605,"MA","sales",.0065,.156
186609,"MA","sales",.0096,.287
186613,"TX","engineer",.013,.025
186627,"TX","engineer",.0102,.036
186639,"MA","sales",.0045,.066
186643,"MA","sales",.0022,.101
186657,"TX","engineer",.0099,.037
186672,"MA","engineer",.0045,.243
186681,"MA","engineer",.0058,.017
186703,"TX","sales",.0144,.021
186706,"MA","sales",.0035,.031
186707,"MA","engineer",.006,.041
186717,"MA","engineer",.0063,.143
186728,"MA","sales",.005,.063
186745,"MA","sales",.002,.086
186758,"TX","engineer",.0049,.068
186772,"TX","engineer",.006,.059
186783,"TX","engineer",.0018,.093
186792,"TX","engineer",.002,.092
186797,"MA","sales",.0053,.108
186804,"TX","engineer",.0131,.025
186807,"MA","sales",.0076,.245
186811,"TX","engineer",.0083,.045
186817,"MA","sales",.0065,.111
186846,"MA","engineer",.0068,.018
186849,"TX","engineer",.0057,.062
186876,"MA","sales",.0061,.012
186911,"MA","sales",.0071,.138
186917,"TX","engineer",.0181,.012
186930,"MA","engineer",.0016,.06
186944,"MA","engineer",.0065,.092
186952,"MA","sales",.0052,.092
186965,"MA","sales",.0072,.118
186990,"MA","engineer",.0084,.277
186994,"MA","engineer",.0072,.143
187025,"MA","engineer",.0026,.225
187036,"MA","sales",.0061,.037
187039,"MA","engineer",.0059,.151
187052,"MA","sales",.0075,.277
187058,"TX","engineer",.017,.014
187059,"MA","engineer",.004,.097
187070,"MA","sales",.0041,.041
187075,"TX","engineer",.004,.074
187078,"TX","engineer",.0132,.024
187080,"MA","engineer",.0027,.088
187089,"TX","sales",.004,.074
187090,"MA","sales",.0066,.207
187091,"MA","engineer",.0045,.066
187123,"TX","engineer",.0099,.037
187143,"MA","engineer",.0057,.102
187181,"TX","engineer",.0035,.078
187186,"MA","engineer",.0074,.271
187192,"MA","engineer",.0064,.189
187212,"TX","engineer",.0082,.046
187213,"MA","sales",.006,.081
187220,"MA","sales",.005,.081
187227,"TX","engineer",.0047,.069
187231,"TX","engineer",.0184,.011
187241,"MA","sales",.0082,.33
187249,"TX","engineer",.0108,.033
187257,"MA","engineer",.0064,.278
187262,"TX","engineer",.0044,.071
187287,"TX","engineer",.0146,.02
187295,"MA","engineer",.0079,.185
187301,"TX","engineer",.0097,.038
187314,"MA","sales",.002,.108
187325,"TX","engineer",.0112,.032
187333,"MA","engineer",.0086,.316
187337,"MA","engineer",.0045,.255
187339,"MA","sales",.0087,.231
187345,"MA","engineer",.0032,.02
187370,"MA","engineer",.003,.24
187378,"MA","sales",.0075,.234
187380,"MA","sales",.0022,.103
187391,"MA","sales",.0038,.153
187392,"TX","engineer",.002,.091
187407,"MA","engineer",.0048,.082
187414,"TX","engineer",.0008,.104
187419,"MA","engineer",.0043,.166
187432,"MA","engineer",.0074,.134
187479,"MA","engineer",.0058,.16
187493,"TX","sales",.001,.102
187503,"TX","engineer",.0067,.055
187532,"MA","sales",.0062,.113
187557,"MA","engineer",.0007,.075
187568,"MA","engineer",.0089,.273
187573,"MA","engineer",.0055,.18
187585,"MA","engineer",.0031,.118
187611,"MA","sales",.0079,.241
187613,"MA","sales",.003,.128
187615,"MA","sales",.0064,.032
187618,"TX","engineer",.0043,.072
187633,"TX","engineer",.0033,.08
187651,"TX","engineer",.0007,.105
187658,"MA","engineer",.0037,.171
187673,"TX","sales",.0122,.028
187690,"MA","sales",.0011,.145
187709,"TX","engineer",.0085,.044
187712,"TX","sales",.0129,.025
187721,"TX","engineer",.0083,.046
187734,"MA","sales",.0058,.157
187784,"MA","sales",.006,.029
187806,"MA","engineer",.0011,.124
187825,"MA","sales",.0072,.16
187828,"MA","engineer",.0056,.138
187831,"TX","sales",.0164,.015
187832,"MA","sales",.0044,.125
187833,"MA","sales",.0027,.038
187837,"MA","sales",.0028,.093
187840,"MA","engineer",.006,.082
187848,"TX","engineer",.0088,.043
187859,"MA","sales",.0026,.143
187861,"MA","sales",.0057,.04
187862,"MA","engineer",.0098,.292
187873,"MA","sales",.0028,.194
187903,"TX","engineer",.0142,.021
187913,"MA","engineer",.0026,.066
187925,"MA","engineer",.0071,.112
187927,"MA","engineer",.0032,.151
187956,"MA","engineer",.007,.211
187975,"MA","engineer",.0028,.131
187977,"MA","engineer",.0084,.314
187981,"MA","sales",.0068,.167
187984,"MA","sales",.0073,.159
188029,"MA","engineer",.005,.097
188041,"MA","engineer",.0046,.011
188065,"TX","engineer",.0111,.032
188082,"MA","sales",.0062,.321
188086,"MA","sales",.0058,.127
188092,"MA","sales",.005,.27
188093,"MA","engineer",.0029,.125
188104,"TX","engineer",.0122,.028
188109,"TX","engineer",.0013,.099
188116,"TX","engineer",.0025,.087
188119,"TX","sales",.0102,.036
188123,"MA","sales",.0009,.065
188145,"MA","engineer",.0037,.207
188164,"MA","sales",.0063,.063
188178,"MA","sales",.0056,.146
188203,"TX","sales",.0014,.098
188218,"MA","sales",.0039,.211
188233,"MA","engineer",.0034,.086
188234,"MA","sales",.0042,.081
188246,"MA","sales",.0077,.148
188253,"TX","sales",.0028,.084
188258,"MA","sales",.0042,.261
188262,"TX","engineer",.003,.083
188269,"MA","sales",.0072,.205
188270,"TX","engineer",.0027,.086
188274,"MA","sales",.0025,.014
188305,"TX","engineer",.009,.042
188314,"MA","engineer",.0033,.011
188316,"MA","sales",.0036,.014
188333,"MA","sales",.001,.059
188343,"TX","engineer",.0004,.108
188351,"TX","engineer",.0161,.016
188359,"TX","engineer",.0071,.052
188374,"TX","sales",.0022,.09
188379,"MA","sales",.0007,.042
188410,"MA","engineer",.006,.196
188412,"MA","sales",.0067,.301
188415,"MA","engineer",.0018,.083
188419,"MA","sales",.007,.226
188420,"MA","sales",.006,.052
188427,"TX","engineer",.008,.047
188438,"TX","engineer",.0133,.024
188451,"MA","sales",.0058,.262
188452,"MA","sales",.0049,.068
188460,"MA","sales",.005,.095
188465,"MA","sales",.006,.185
188471,"TX","engineer",.01,.037
188478,"MA","engineer",.0023,.164
188489,"MA","sales",.0048,.057
188501,"MA","engineer",.004,.182
188504,"MA","engineer",.0037,.113
188512,"MA","sales",.0045,.315
188519,"TX","engineer",.007,.053
188543,"TX","engineer",.0033,.08
188544,"MA","engineer",.0038,.248
188547,"MA","engineer",.0028,.115
188610,"TX","sales",.003,.082
188613,"TX","engineer",.0039,.075
188614,"MA","engineer",.0054,.255
188628,"TX","engineer",.0108,.033
188633,"TX","engineer",.006,.059
188651,"MA","sales",.0012,.08
188654,"TX","sales",.0046,.069
188659,"MA","engineer",.0057,.126
188660,"MA","sales",.0021,.128
188667,"MA","sales",.0032,.048
188703,"MA","sales",.0062,.111
188722,"MA","engineer",.0061,.154
188723,"TX","engineer",.0033,.08
188728,"TX","engineer",.0084,.045
188741,"MA","sales",.0008,.036
188748,"MA","sales",.0039,.226
188753,"MA","engineer",.0032,.17
188769,"TX","engineer",.0167,.015
188779,"MA","engineer",.0037,.017
188832,"MA","engineer",.0039,.101
188834,"MA","sales",.0064,.121
188839,"TX","engineer",.0129,.025
188842,"TX","sales",.008,.047
188852,"MA","sales",.0037,.047
188868,"MA","engineer",.0067,.237
188897,"MA","sales",.0024,.114
188903,"MA","engineer",.001,.127
188911,"MA","engineer",.0038,.14
188922,"MA","sales",.0059,.072
188943,"MA","engineer",.0025,.19
188963,"MA","sales",.0049,.19
188966,"MA","sales",.0024,.017
188967,"TX","sales",.0043,.072
188988,"MA","sales",.0026,.163
188990,"MA","sales",.0098,.312
188992,"MA","engineer",.0039,.179
189044,"MA","engineer",.0069,.225
189062,"TX","engineer",.0081,.047
189079,"TX","sales",.0023,.089
189081,"MA","engineer",.0051,.174
189082,"TX","engineer",.0078,.048
189084,"MA","engineer",.0046,.089
189092,"MA","sales",.0041,.048
189099,"TX","engineer",.0136,.023
189101,"TX","engineer",.0118,.029
189131,"MA","engineer",.0051,.226
189146,"TX","engineer",.0098,.038
189154,"MA","sales",.0044,.039
189160,"MA","engineer",.0054,.22
189173,"MA","sales",.003,.073
189176,"MA","sales",.0029,.067
189194,"MA","engineer",.0076,.158
189229,"TX","engineer",.013,.025
189240,"TX","engineer",.003,.083
189245,"MA","engineer",.0035,.22
189269,"TX","engineer",.0161,.016
189276,"TX","sales",.0053,.065
189316,"MA","sales",.0069,.067
189323,"MA","engineer",.0057,.157
189341,"MA","engineer",.0097,.319
189342,"MA","sales",.0052,.077
189343,"MA","engineer",.0019,.162
189345,"TX","engineer",.0046,.069
189358,"TX","sales",.0025,.087
189362,"MA","sales",.0068,.306
189364,"MA","engineer",.0075,.135
189370,"TX","engineer",.0051,.066
189388,"MA","sales",.0072,.118
189410,"TX","engineer",.0071,.052
189414,"TX","sales",.0022,.09
189424,"TX","sales",.0124,.027
189433,"TX","engineer",.0058,.061
189444,"MA","sales",.0006,.038
189459,"MA","sales",.005,.031
189495,"MA","engineer",.0065,.153
189512,"TX","engineer",.0039,.075
189522,"MA","engineer",.0056,.147
189530,"TX","engineer",.003,.082
189536,"TX","engineer",.0071,.052
189541,"MA","sales",.0043,.075
189542,"MA","engineer",.0081,.245
189551,"TX","sales",.004,.074
189579,"TX","engineer",.0131,.025
189596,"MA","sales",.0012,.083
189602,"TX","sales",.0102,.036
189614,"MA","sales",.0053,.226
189639,"TX","engineer",.0173,.013
189643,"TX","engineer",.0018,.093
189644,"MA","sales",.0071,.114
189656,"TX","engineer",.0102,.036
189661,"MA","sales",.0013,.049
189666,"MA","engineer",.007,.103
189670,"MA","sales",.0042,.168
189676,"MA","sales",.006,.108
189677,"MA","engineer",.0044,.126
189690,"MA","engineer",.0061,.231
189701,"TX","engineer",.0118,.029
189703,"MA","engineer",.0038,.041
189712,"MA","engineer",.004,.217
189726,"MA","engineer",.0038,.26
189728,"TX","engineer",.0008,.104
189729,"MA","engineer",.0029,.142
189736,"TX","engineer",.0064,.056
189765,"MA","sales",.0054,.166
189833,"MA","sales",.0029,.134
189834,"TX","engineer",.001,.102
189840,"MA","engineer",.0083,.262
189842,"MA","engineer",.0015,.082
189852,"TX","engineer",.0048,.068
189877,"MA","sales",.0063,.193
189882,"TX","sales",.0168,.014
189885,"MA","sales",.0034,.146
189902,"MA","sales",.0073,.226
189921,"TX","engineer",.0091,.041
189929,"MA","sales",.0078,.247
189945,"TX","engineer",.0129,.025
189970,"MA","engineer",.0069,.083
189974,"MA","engineer",.0017,.103
190008,"MA","sales",.0055,.15
190043,"MA","sales",.0068,.24
190056,"TX","engineer",.0097,.038
190069,"MA","engineer",.006,.164
190077,"MA","sales",.0047,.127
190091,"TX","engineer",.0165,.015
190102,"MA","engineer",.0058,.279
190105,"MA","sales",.0082,.24
190118,"MA","engineer",.0068,.078
190126,"TX","sales",.0078,.048
190174,"TX","engineer",.0163,.016
190179,"TX","engineer",.0074,.051
190191,"MA","sales",.0062,.285
190195,"MA","sales",.0051,.046
190220,"TX","engineer",.0101,.036
190226,"MA","sales",.0022,.138
190252,"MA","sales",.0055,.323
190283,"TX","sales",.0091,.041
190293,"TX","engineer",.0044,.071
190294,"MA","sales",.0053,.093
190299,"MA","engineer",.0048,.059
190334,"MA","engineer",.0016,.18
190344,"TX","sales",.0031,.082
190345,"MA","sales",.0035,.128
190356,"MA","sales",.0011,.021
190358,"MA","engineer",.0061,.168
190389,"MA","sales",.0033,.108
190402,"MA","engineer",.0065,.055
190415,"TX","sales",.0162,.016
190430,"MA","sales",.006,.031
190431,"TX","engineer",.0117,.03
190468,"TX","engineer",.0034,.079
190479,"MA","engineer",.0076,.154
190483,"TX","engineer",.0019,.093
190514,"TX","engineer",.0145,.02
190515,"MA","sales",.005,.214
190522,"MA","sales",.0032,.14
190533,"TX","sales",.0041,.074
190546,"TX","engineer",.0048,.068
190559,"MA","engineer",.0073,.18
190576,"MA","engineer",.0059,.046
190603,"MA","sales",.0021,.152
190612,"MA","engineer",.0029,.187
190627,"MA","engineer",.0067,.273
190638,"MA","engineer",.0034,.271
190645,"MA","sales",.007,.267
190655,"MA","sales",.0017,.094
190656,"MA","engineer",.0009,.016
190663,"TX","engineer",.0132,.024
190679,"TX","engineer",.0118,.029
190693,"MA","sales",.0052,.02
190704,"MA","sales",.0028,.016
190708,"MA","engineer",.001,.108
190718,"MA","sales",.0059,.134
190736,"MA","sales",.0035,.122
190744,"MA","engineer",.0025,.07
190755,"TX","engineer",.0058,.06
190759,"MA","sales",.004,.148
190775,"MA","engineer",.0048,.127
190778,"MA","sales",.0031,.115
190789,"MA","engineer",.0077,.236
190790,"TX","engineer",.0015,.097
190804,"MA","engineer",.0012,.087
190821,"MA","sales",.0047,.223
190828,"MA","engineer",.0047,.036
190834,"MA","sales",.0028,.098
190835,"TX","engineer",.0051,.066
190836,"TX","engineer",.0021,.09
190852,"MA","sales",.0071,.337
190853,"MA","engineer",.0099,.332
190860,"MA","sales",.0071,.178
190866,"MA","engineer",.0082,.294
190878,"MA","engineer",.0097,.309
190881,"MA","engineer",.0045,.067
190882,"MA","sales",.0056,.035
190903,"MA","sales",.0031,.08
190906,"MA","sales",.0013,.127
190910,"MA","sales",.0029,.022
190916,"MA","engineer",.0026,.112
190920,"TX","engineer",.0012,.099
190928,"TX","engineer",.0049,.068
190941,"MA","sales",.0014,.092
190952,"MA","engineer",.0014,.029
190982,"MA","sales",.0064,.056
190983,"MA","engineer",.0029,.12
190990,"MA","sales",.0044,.152
190994,"MA","engineer",.0085,.307
191000,"TX","engineer",.0037,.077
191002,"MA","sales",.0071,.18
191024,"MA","sales",.0071,.239
191036,"MA","sales",.0051,.022
191045,"TX","engineer",.0035,.078
191046,"MA","sales",.0071,.143
191086,"TX","engineer",.0024,.088
191093,"MA","sales",.0067,.289
191094,"TX","sales",.0067,.055
191107,"MA","engineer",.001,.082
191127,"MA","sales",.0049,.152
191140,"MA","sales",.002,.083
191149,"MA","sales",.0096,.333
191191,"MA","engineer",.0032,.201
191192,"MA","engineer",.002,.129
191232,"MA","sales",.0015,.096
191236,"MA","sales",.0008,.116
191237,"TX","engineer",.003,.083
191282,"MA","sales",.0065,.169
191290,"MA","sales",.0078,.208
191298,"TX","engineer",.0003,.109
191300,"MA","engineer",.0052,.266
191354,"MA","engineer",.0051,.093
191360,"MA","sales",.0045,.233
191365,"TX","engineer",.0055,.063
191381,"MA","sales",.008,.224
191384,"TX","engineer",.0008,.104
191398,"TX","sales",.0076,.049
191400,"MA","sales",.0031,.032
191404,"TX","engineer",.0103,.036
191418,"TX","engineer",.0071,.052
191423,"MA","engineer",.0064,.126
191428,"TX","engineer",.0122,.028
191439,"MA","engineer",.0025,.176
191451,"MA","engineer",.0036,.233
191454,"MA","sales",.0062,.034
191477,"MA","engineer",.0012,.076
191493,"MA","sales",.0031,.025
191508,"MA","sales",.0048,.259
191514,"MA","engineer",.0044,.235
191518,"MA","engineer",.0082,.262
191522,"MA","sales",.0065,.254
191525,"MA","engineer",.0043,.152
191531,"MA","sales",.0071,.281
191539,"MA","sales",.0063,.048
191547,"MA","sales",.0034,.017
191548,"TX","engineer",.0063,.057
191566,"MA","engineer",.0056,.22
191573,"MA","engineer",.0062,.166
191588,"MA","sales",.0082,.289
191598,"MA","engineer",.0026,.028
191614,"MA","sales",.0054,.048
191631,"TX","engineer",.0024,.088
191632,"MA","sales",.0033,.088
191667,"MA","engineer",.0065,.169
191678,"MA","engineer",.0035,.051
191682,"MA","sales",.0033,.25
191702,"MA","engineer",.0067,.011
191707,"MA","engineer",.0022,.028
191713,"MA","engineer",.007,.086
191715,"MA","engineer",.0075,.209
191717,"MA","engineer",.0084,.217
191724,"MA","sales",.0051,.159
191731,"MA","engineer",.002,.031
191737,"TX","sales",.0054,.064
191739,"TX","engineer",.0062,.058
191793,"MA","sales",.0035,.073
191803,"MA","engineer",.0083,.232
191814,"MA","sales",.006,.024
191823,"TX","engineer",.0109,.033
191852,"TX","engineer",.002,.092
191861,"MA","engineer",.005,.171
191878,"MA","engineer",.0062,.125
191880,"TX","engineer",.0028,.084
191882,"TX","engineer",.0083,.045
191889,"TX","engineer",.017,.014
191896,"MA","sales",.0019,.171
191912,"TX","sales",.0002,.11
191939,"MA","sales",.0035,.216
191942,"MA","sales",.0073,.204
191959,"MA","sales",.0057,.182
191965,"TX","engineer",.0057,.061
191966,"TX","engineer",.0006,.106
191967,"MA","engineer",.003,.038
191995,"TX","engineer",.0016,.095
192000,"MA","engineer",.0039,.204
192008,"TX","engineer",.001,.101
192012,"MA","engineer",.0073,.279
192013,"MA","engineer",.0029,.206
192025,"TX","engineer",.0057,.061
192027,"MA","engineer",.0044,.186
192032,"MA","engineer",.0048,.076
192043,"TX","engineer",.0028,.085
192049,"MA","sales",.0031,.012
192070,"MA","sales",.0028,.135
192084,"MA","sales",.0028,.125
192098,"TX","engineer",.0145,.02
192102,"MA","sales",.0093,.335
192109,"MA","sales",.0035,.221
192145,"TX","engineer",.002,.092
192147,"TX","engineer",.0049,.067
192164,"MA","sales",.0037,.081
192173,"MA","sales",.0081,.221
192176,"TX","engineer",.0072,.051
192184,"TX","engineer",.0025,.087
192193,"TX","engineer",.0111,.032
192205,"TX","engineer",.0024,.088
192218,"MA","engineer",.005,.209
192219,"TX","engineer",.0137,.023
192222,"MA","sales",.0039,.143
192223,"MA","engineer",.0011,.107
192232,"MA","sales",.0046,.202
192242,"MA","engineer",.0024,.221
192243,"MA","sales",.0044,.266
192250,"TX","engineer",.0029,.084
192272,"MA","engineer",.0062,.18
192273,"MA","engineer",.0069,.108
192274,"MA","sales",.0015,.061
192275,"MA","sales",.0029,.078
192279,"TX","engineer",.0121,.028
192303,"MA","sales",.0065,.26
192338,"MA","engineer",.0068,.248
192353,"MA","engineer",.0048,.029
192361,"MA","engineer",.003,.128
192365,"MA","engineer",.0043,.186
192378,"MA","sales",.0021,.08
192385,"MA","engineer",.0072,.213
192391,"MA","engineer",.0048,.214
192393,"MA","sales",.0036,.242
192401,"MA","sales",.0075,.157
192409,"TX","engineer",.0053,.064
192443,"TX","engineer",.0071,.052
192464,"MA","engineer",.0034,.268
192477,"MA","engineer",.0009,.11
192481,"TX","engineer",.0099,.037
192499,"MA","engineer",.0053,.065
192502,"TX","engineer",.0077,.049
192505,"TX","engineer",.0057,.062
192515,"TX","engineer",.0056,.062
192522,"MA","sales",.0045,.225
192523,"TX","engineer",.0118,.029
192524,"MA","engineer",.0024,.17
192525,"MA","engineer",.0034,.029
192534,"TX","engineer",.0118,.029
192537,"MA","sales",.005,.292
192554,"TX","engineer",.0057,.061
192561,"MA","engineer",.003,.01
192567,"MA","sales",.0051,.111
192568,"MA","engineer",.0069,.114
192570,"TX","engineer",.0026,.086
192579,"TX","sales",.0051,.066
192607,"MA","sales",.0016,.123
192609,"TX","sales",.0143,.021
192617,"TX","sales",.0115,.03
192620,"MA","engineer",.0019,.153
192622,"TX","engineer",.0108,.034
192623,"MA","engineer",.0067,.035
192643,"MA","sales",.0067,.012
192645,"MA","sales",.007,.282
192648,"MA","engineer",.0059,.078
192659,"TX","sales",.005,.067
192672,"MA","sales",.0058,.095
192675,"MA","engineer",.0064,.247
192676,"TX","engineer",.0061,.059
192685,"MA","sales",.0067,.083
192693,"MA","sales",.005,.075
192706,"TX","engineer",.0076,.049
192711,"TX","engineer",.0144,.021
192742,"MA","engineer",.0043,.196
192763,"MA","sales",.0029,.073
192770,"MA","engineer",.0054,.182
192836,"MA","sales",.0036,.036
192855,"MA","sales",.0057,.174
192874,"MA","engineer",.0053,.156
192877,"MA","engineer",.0094,.301
192884,"MA","sales",.0072,.102
192891,"MA","sales",.0023,.056
192897,"TX","engineer",.0043,.072
192912,"MA","engineer",.0026,.216
192929,"MA","engineer",.0025,.21
192938,"MA","sales",.0062,.066
192946,"MA","sales",.006,.187
192951,"MA","engineer",.0081,.308
192952,"MA","sales",.0035,.123
192966,"TX","engineer",.0119,.029
192969,"MA","engineer",.0097,.28
192987,"TX","engineer",.0081,.046
192997,"MA","engineer",.0063,.224
193012,"TX","sales",.008,.047
193016,"MA","sales",.0019,.053
193017,"MA","engineer",.0019,.081
193021,"TX","engineer",.0063,.057
193027,"MA","sales",.0064,.054
193049,"MA","engineer",.0015,.126
193051,"MA","engineer",.0057,.26
193054,"MA","sales",.0065,.019
193069,"TX","engineer",.0071,.052
193070,"TX","engineer",.0082,.046
193082,"MA","engineer",.0076,.176
193106,"MA","engineer",.0051,.153
193120,"TX","engineer",.0181,.012
193134,"TX","engineer",.0012,.099
193140,"TX","engineer",.0156,.017
193152,"TX","engineer",.0095,.039
193167,"MA","sales",.0022,.093
193185,"MA","engineer",.0053,.093
193201,"MA","sales",.0068,.077
193216,"MA","engineer",.0028,.08
193230,"MA","sales",.0049,.03
193245,"MA","sales",.0073,.127
193251,"MA","sales",.0067,.169
193268,"MA","engineer",.0028,.074
193279,"TX","engineer",.005,.067
193283,"TX","engineer",.0159,.017
193284,"MA","sales",.0044,.122
193307,"MA","sales",.006,.056
193322,"TX","engineer",.0029,.084
193331,"MA","engineer",.0047,.167
193375,"MA","sales",.0018,.141
193385,"TX","engineer",.0112,.032
193388,"MA","engineer",.0042,.231
193413,"TX","sales",.0145,.02
193417,"MA","engineer",.0082,.252
193418,"MA","sales",.0015,.056
193436,"TX","engineer",.0038,.076
193451,"MA","sales",.0084,.281
193468,"TX","engineer",.002,.092
193472,"MA","engineer",.0023,.165
193485,"TX","engineer",.0012,.099
193489,"MA","engineer",.0051,.286
193494,"MA","sales",.0041,.06
193518,"MA","engineer",.0071,.205
193547,"MA","sales",.001,.025
193579,"MA","sales",.0028,.028
193586,"MA","sales",.0063,.08
193590,"MA","sales",.0044,.044
193597,"MA","sales",.0049,.061
193618,"MA","sales",.0065,.321
193619,"TX","engineer",.011,.033
193625,"TX","engineer",.0001,.111
193640,"MA","engineer",.0036,.09
193649,"TX","sales",.017,.014
193661,"MA","engineer",.0037,.147
193663,"TX","engineer",.0084,.045
193667,"TX","engineer",.0187,.011
193668,"MA","sales",.0063,.062
193681,"TX","engineer",.0138,.022
193684,"MA","sales",.0076,.261
193693,"TX","sales",.0079,.047
193739,"MA","sales",.0072,.153
193745,"MA","sales",.0064,.279
193763,"TX","engineer",.0034,.079
193776,"MA","sales",.0016,.129
193783,"MA","engineer",.0007,.085
193806,"MA","engineer",.0063,.081
193817,"TX","engineer",.005,.066
193824,"MA","engineer",.0041,.074
193832,"MA","engineer",.0044,.116
193844,"TX","engineer",.0099,.037
193845,"TX","engineer",.0067,.055
193852,"TX","engineer",.0008,.104
193857,"MA","sales",.0072,.124
193863,"MA","sales",.0016,.136
193870,"MA","engineer",.0067,.218
193915,"MA","sales",.0033,.216
193918,"MA","engineer",.0028,.015
193925,"TX","engineer",.0078,.048
193939,"TX","engineer",.0167,.015
193941,"MA","sales",.0057,.015
193943,"TX","engineer",.0001,.112
193951,"TX","engineer",.0006,.106
193973,"MA","engineer",.0053,.162
193989,"TX","engineer",.005,.066
193993,"TX","engineer",.0045,.07
194016,"MA","engineer",.0056,.124
194045,"TX","engineer",.0136,.023
194054,"MA","engineer",.0069,.171
194060,"TX","sales",.0015,.096
194061,"MA","sales",.0041,.137
194064,"MA","engineer",.0045,.038
194092,"MA","sales",.0045,.264
194113,"MA","sales",.0058,.036
194131,"MA","engineer",.0035,.065
194137,"TX","engineer",.0012,.1
194145,"MA","engineer",.0009,.059
194157,"TX","engineer",.0005,.107
194160,"MA","sales",.0098,.293
194192,"TX","engineer",.0052,.065
194193,"TX","engineer",.0023,.089
194196,"MA","sales",.0053,.038
194199,"MA","sales",.01,.288
194230,"MA","sales",.005,.146
194237,"MA","sales",.0044,.193
194243,"MA","engineer",.0064,.132
194244,"MA","engineer",.0058,.027
194245,"MA","sales",.0036,.026
194280,"TX","engineer",.0189,.01
194292,"MA","sales",.0033,.092
194301,"MA","engineer",.0028,.121
194312,"MA","sales",.0009,.062
194322,"TX","engineer",.0085,.045
194323,"MA","sales",.0067,.108
194355,"MA","sales",.0034,.031
194366,"MA","engineer",.0027,.142
194386,"MA","engineer",.0038,.096
194409,"MA","sales",.0033,.017
194414,"TX","engineer",.0047,.069
194416,"TX","sales",.0057,.061
194440,"TX","sales",.0101,.036
194447,"TX","engineer",.0109,.033
194449,"MA","engineer",.0061,.125
194475,"TX","sales",.0009,.103
194484,"TX","sales",.0089,.042
194490,"TX","engineer",.0101,.036
194491,"TX","engineer",.0138,.022
194493,"MA","engineer",.0012,.073
194501,"TX","engineer",.0039,.075
194526,"TX","engineer",.0089,.042
194540,"TX","engineer",.0013,.098
194555,"TX","engineer",.0001,.111
194562,"MA","sales",.0019,.063
194572,"TX","sales",.0187,.011
194587,"MA","sales",.0039,.193
194595,"MA","sales",.0022,.02
194598,"MA","engineer",.0047,.145
194608,"TX","sales",.008,.047
194629,"TX","engineer",.0004,.108
194642,"MA","sales",.0039,.216
194651,"TX","engineer",.0005,.107
194662,"MA","sales",.0059,.117
194665,"TX","sales",.0057,.061
194683,"MA","engineer",.0078,.188
194685,"TX","engineer",.0144,.02
194692,"TX","engineer",.0057,.061
194693,"MA","engineer",.0063,.09
194744,"MA","sales",.0029,.174
194749,"MA","sales",.0051,.153
194771,"TX","engineer",.0067,.055
194785,"MA","sales",.0035,.149
194788,"MA","engineer",.0041,.205
194816,"TX","sales",.0047,.068
194822,"MA","engineer",.0037,.219
194830,"MA","sales",.0029,.239
194847,"TX","sales",.0035,.079
194849,"MA","sales",.0038,.129
194886,"MA","sales",.0032,.268
194896,"TX","sales",.0119,.029
194898,"MA","sales",.0015,.09
194911,"MA","sales",.0063,.039
194920,"TX","engineer",.0082,.046
194923,"MA","engineer",.0013,.04
194938,"TX","engineer",.0042,.073
194949,"MA","sales",.002,.02
194964,"MA","sales",.0027,.24
194976,"MA","engineer",.0066,.09
194983,"TX","engineer",.0025,.087
194984,"TX","engineer",.0104,.035
195003,"TX","engineer",.0035,.079
195006,"MA","sales",.0091,.275
195014,"MA","engineer",.0034,.076
195038,"MA","engineer",.0069,.166
195045,"TX","engineer",.0013,.099
195046,"TX","engineer",.0032,.081
195059,"TX","sales",.0029,.083
195079,"MA","engineer",.0055,.147
195094,"MA","sales",.0007,.03
195116,"MA","engineer",.0071,.221
195117,"TX","engineer",.0158,.017
195123,"TX","engineer",.0052,.065
195142,"TX","engineer",.0098,.038
195143,"MA","engineer",.0057,.213
195144,"MA","sales",.0006,.079
195156,"MA","engineer",.0063,.28
195196,"MA","sales",.0051,.141
195199,"MA","sales",.0011,.039
195205,"MA","engineer",.0085,.252
195225,"MA","sales",.0024,.215
195233,"MA","sales",.0025,.019
195234,"MA","engineer",.0081,.226
195249,"MA","sales",.0026,.02
195250,"MA","engineer",.0058,.149
195276,"MA","engineer",.0058,.174
195281,"TX","engineer",.0113,.031
195292,"TX","engineer",.0056,.062
195328,"MA","engineer",.0044,.075
195353,"TX","engineer",.0007,.105
195364,"MA","sales",.0037,.127
195366,"MA","sales",.0042,.288
195378,"TX","engineer",.0169,.014
195398,"MA","sales",.0054,.102
195417,"TX","sales",.0132,.024
195432,"MA","sales",.0053,.091
